class,odor,spore-print-color,habitat,population,cap-shape,gill-size
e,n,n,g,a,f,b
e,n,n,d,y,x,b
e,n,k,g,a,x,b
e,n,n,d,y,x,b
e,n,n,g,s,f,b
e,n,k,g,a,f,b
e,n,k,g,a,x,b
e,n,k,g,s,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,k,g,a,f,b
e,n,k,d,y,x,b
p,p,n,u,v,f,n
e,l,n,g,s,x,b
p,p,k,g,s,f,n
e,n,n,g,s,f,b
e,n,k,g,a,f,b
p,p,n,g,v,f,n
e,n,n,g,a,x,b
e,n,k,g,s,x,b
e,n,k,d,v,x,b
e,n,k,g,a,f,b
e,n,n,g,s,x,b
e,n,n,g,a,f,b
e,n,k,g,s,f,b
e,a,n,d,v,f,n
e,a,n,d,v,f,n
e,n,n,g,a,f,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,k,g,s,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,g,a,x,b
e,n,n,d,v,x,b
e,n,k,g,a,x,b
e,l,k,m,s,b,b
e,n,k,d,v,x,b
e,n,n,g,s,f,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,g,a,x,b
e,n,k,g,s,x,b
e,n,n,g,a,x,b
e,n,k,g,a,x,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,g,s,x,b
e,n,n,g,s,f,b
e,n,k,g,s,x,b
e,a,n,p,s,x,b
e,n,n,d,v,x,b
e,n,k,g,s,x,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
e,n,n,g,a,x,b
e,a,k,m,s,x,b
e,n,n,g,s,x,b
e,n,n,g,a,f,b
e,n,n,d,v,f,b
e,n,k,g,s,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,g,a,x,b
e,a,k,m,n,x,b
e,n,n,g,s,f,b
p,p,n,g,v,f,n
e,n,n,g,s,f,b
e,n,n,d,v,x,b
e,n,n,g,s,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
p,p,k,u,v,f,n
e,n,n,g,a,f,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
p,p,n,u,v,x,n
e,l,k,m,n,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,n,g,s,x,b
e,n,n,d,y,x,b
e,n,n,g,s,x,b
e,n,n,g,s,f,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,k,g,s,f,b
e,n,k,g,s,f,b
e,n,n,g,s,f,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
p,p,k,u,s,f,n
e,n,k,d,v,x,b
e,n,n,g,a,x,b
e,a,n,m,s,b,b
e,n,n,g,s,x,b
e,n,k,g,s,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,g,s,x,b
p,p,k,g,s,x,n
e,n,n,g,a,x,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
p,p,n,g,v,x,n
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
p,f,h,g,y,x,b
p,p,k,g,s,f,n
e,n,k,d,v,x,b
e,n,n,g,s,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
p,p,n,u,v,f,n
e,n,n,d,y,f,b
p,p,k,g,s,x,n
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
p,f,h,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,g,s,x,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,n,g,a,x,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
p,c,n,d,s,x,n
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,g,s,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,k,g,s,f,b
p,f,h,p,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
p,p,k,g,v,f,n
e,n,k,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,g,a,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,n,g,s,f,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,g,a,f,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,g,a,f,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,k,g,s,f,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
p,c,k,d,v,x,n
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,p,k,u,s,f,n
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,g,s,f,b
e,n,n,d,v,x,b
e,n,n,g,s,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,g,s,x,b
e,n,n,d,y,f,b
e,n,n,g,s,f,b
e,n,n,d,y,f,b
e,n,k,d,y,x,b
p,p,n,u,s,f,n
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,g,a,f,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
p,p,n,u,v,f,n
e,n,k,d,v,x,b
e,n,k,g,s,f,b
e,n,n,g,s,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
p,f,h,d,y,x,b
e,n,k,d,y,x,b
e,n,k,g,a,x,b
p,p,n,g,v,x,n
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
p,p,k,g,v,x,n
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
p,c,k,d,v,x,n
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
p,f,h,g,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,n,g,a,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
p,p,k,u,s,f,n
e,n,n,g,s,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
p,c,n,d,s,x,n
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,g,s,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
p,p,n,u,v,f,n
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,g,s,f,b
e,n,n,g,a,x,b
e,n,k,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
p,c,n,d,s,x,n
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,g,s,f,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
p,f,h,p,y,x,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
p,f,h,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
p,f,h,d,y,x,b
p,c,n,d,s,x,n
e,n,k,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
p,c,k,d,v,x,n
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
p,f,h,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
p,f,h,g,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
p,c,n,d,v,x,n
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,k,g,a,f,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,g,s,f,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
p,c,n,d,v,x,n
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,g,a,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
p,f,h,g,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,k,g,s,x,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
p,c,k,d,v,x,n
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
p,f,h,d,v,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
p,f,h,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,g,s,f,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
p,c,n,d,s,x,n
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,g,s,f,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,k,g,s,f,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
p,c,k,d,v,x,n
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,g,s,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
p,c,k,d,s,x,n
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,g,s,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
p,c,k,d,v,x,n
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,k,g,a,x,b
e,n,k,d,y,x,b
p,c,n,d,v,x,n
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
p,f,h,p,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
p,f,h,p,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,g,s,f,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,k,d,y,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
